backend,size,op,field,method,median_ms,p95_ms,cleanup_ms,seed_ms_dense,seed_ms_sparse
sqlite,1000,sort,date_sparse,v2,1.355458500015061,1.4193750000117689,174854.219,85.19804099998396,113.79466599998977
sqlite,10000,filter,text,legacy,0.9083329999981515,1.0139590000051157,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,text,legacyJsonb,0.19222900000670506,0.19529200000079072,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,text,v2,0.32349999999325973,0.3368749999879128,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number,legacy,0.2903744999969149,0.3034590000083881,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number,legacyJsonb,0.06229150000081063,0.06858300000089912,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number,v2,0.09925000000521322,0.10891700000570381,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option,legacy,0.28966649999517813,0.2974170000129561,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option,legacyJsonb,0.06220800000278359,0.0768749999906504,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option,v2,0.09639600000355131,0.11387500001092121,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date,legacy,5.350541500007466,5.681041999991976,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date,legacyJsonb,2.7104165000082503,2.999708000004375,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date,v2,1.1121250000059035,1.2217499999849224,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date,indexed,0.004728999996927996,0.006666000018640261,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,text_sparse,legacy,17.680416499985085,20.01716700002021,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,text_sparse,legacyJsonb,9.809833500000309,10.000958000006221,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,text_sparse,v2,5.97239600000421,6.420125000005328,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number_sparse,legacy,1.0978540000081694,1.2564170000075592,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number_sparse,legacyJsonb,0.26739599999814345,0.3073329999949692,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,number_sparse,v2,0.37404199999002685,0.4322080000065398,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option_sparse,legacy,0.7208124999920074,0.8579999999938082,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option_sparse,legacyJsonb,0.18724999998198655,0.1970829999891066,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,option_sparse,v2,0.22022950000177843,0.22212499999341162,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date_sparse,legacy,17.45770799999491,18.259999999997945,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date_sparse,legacyJsonb,9.27602099999092,9.656959000011511,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,filter,date_sparse,v2,6.306937500013987,6.55208300000254,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text,legacy,20.426354500003185,20.89950000001295,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text,legacyJsonb,9.955583000007096,10.302332999998498,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text,v2,4.391291499985073,4.839540999995506,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number,legacy,20.526478999997266,20.872249999996484,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number,legacyJsonb,10.493332999999438,11.782916000015575,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number,v2,4.279978999988998,4.501708000020699,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option,legacy,21.675687499993046,22.532374999997273,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option,legacyJsonb,10.859374999995453,11.366541000001007,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option,v2,6.297728999996366,6.5274170000009235,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date,legacy,21.882353999998827,22.716374999987465,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date,legacyJsonb,11.920437499995273,12.253125000000864,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date,v2,4.562957999993955,4.747541999989835,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date,indexed,0.004187499996533006,0.005125000001271474,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text_sparse,legacy,22.994917000005444,23.443166999982168,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text_sparse,legacyJsonb,12.098666500008903,12.340792000003376,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,text_sparse,v2,8.306563000004985,8.50833300000886,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number_sparse,legacy,22.563541500005613,23.77595799998744,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number_sparse,legacyJsonb,12.148604000003616,12.41266700000665,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,number_sparse,v2,8.618228999992539,9.316750000010643,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option_sparse,legacy,22.592958500013083,22.99950000002582,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option_sparse,legacyJsonb,12.163791500000798,17.362082999994755,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,option_sparse,v2,9.365250000001879,9.962709000006953,54.833124999987604,300.2966669999978,1120.2750419999745
